100.0, 3.9184362828210525e-6
105.0, 4.118625803305517e-6
110.0, 4.320356450978561e-6
115.0, 4.519573611577684e-6
120.0, 4.7188240368440725e-6
125.0, 4.92038189084459e-6
130.0, 5.1258108207974205e-6
135.0, 5.319423747661628e-6
140.0, 5.514779740983664e-6
145.0, 5.71152684948713e-6
150.0, 5.907046749647245e-6
155.0, 6.099896500360847e-6
160.0, 6.29297029385125e-6
165.0, 6.486403603430764e-6
170.0, 6.678204722165867e-6
175.0, 6.866254024190672e-6
180.0, 7.0538404541199e-6
185.0, 7.242500636896934e-6
190.0, 7.4267874723413366e-6
195.0, 7.608894995939981e-6
200.0, 7.789655244522528e-6
205.0, 7.969923280077035e-6
210.0, 8.148944545689089e-6
215.0, 8.327535838077912e-6
220.0, 8.504730285351504e-6
225.0, 8.675830886586567e-6
230.0, 8.852916250359251e-6
235.0, 9.028903703512455e-6
240.0, 9.200441605644291e-6
245.0, 9.368532044037759e-6
250.0, 9.534383399948237e-6
255.0, 9.699882795694745e-6
260.0, 9.866877947954855e-6
265.0, 1.0029639982413059e-5
270.0, 1.019336366733832e-5
275.0, 1.0356544212408457e-5
280.0, 1.0513225905902055e-5
285.0, 1.0670953190151719e-5
290.0, 1.0828190056255703e-5
295.0, 1.0984600171981312e-5
300.0, 1.1142034688299257e-5
305.0, 1.1295292976211279e-5
310.0, 1.1447371256067617e-5
315.0, 1.1600298786774763e-5
320.0, 1.1750341657804376e-5
325.0, 1.1901080795348254e-5
330.0, 1.2051664883339791e-5
335.0, 1.2199967690176664e-5
340.0, 1.2348985818209496e-5
345.0, 1.249447143256936e-5
350.0, 1.2636244081897015e-5
355.0, 1.2778528889630928e-5
360.0, 1.292134565870251e-5
365.0, 1.3064714043278566e-5
370.0, 1.3208563371211464e-5
375.0, 1.3348515727353392e-5
380.0, 1.3488943449653249e-5
385.0, 1.3628545850190244e-5
390.0, 1.3765185525681634e-5
395.0, 1.3902219339202147e-5
400.0, 1.4037017400802766e-5
405.0, 1.4169888135250523e-5
410.0, 1.4303068278289049e-5
415.0, 1.4436444559834529e-5
420.0, 1.4570121495145122e-5
425.0, 1.4703830113861291e-5
430.0, 1.4832930721106518e-5
435.0, 1.4962274142888413e-5
440.0, 1.50918710503914e-5
445.0, 1.5221731992740851e-5
450.0, 1.5351867404870847e-5
455.0, 1.547905086097644e-5
460.0, 1.5604088551298806e-5
465.0, 1.5729307612543437e-5
470.0, 1.5855200529048736e-5
475.0, 1.5981395523811506e-5
480.0, 1.6107574860074206e-5
485.0, 1.623183852224181e-5
490.0, 1.63562898809454e-5
495.0, 1.647984587417952e-5
500.0, 1.6601625083342257e-5
505.0, 1.6723555248391094e-5
510.0, 1.684448335146952e-5
515.0, 1.696483687014814e-5
520.0, 1.7085326877533023e-5
525.0, 1.7204267146977266e-5
530.0, 1.732309320783776e-5
535.0, 1.744194860919059e-5
540.0, 1.756036285981152e-5
545.0, 1.7678898300486933e-5
550.0, 1.7796333455077017e-5
555.0, 1.79120246282386e-5
560.0, 1.8027802980316728e-5
565.0, 1.8142766876431064e-5
570.0, 1.825734249547177e-5
575.0, 1.8371998292200808e-5
580.0, 1.848544396810807e-5
585.0, 1.8598845463651373e-5
590.0, 1.8712190534557116e-5
595.0, 1.8825019574390526e-5
600.0, 1.8937918953582343e-5
